timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Filename,Latency,Encoding,SampleCount,ErrorCount,Hostname,IdleTime,Connect
1544550415118,1943,HTTP Request,200,OK,Thread Group 2-1,text,true,,28276,661,1,2,http://localhost:8000/dashboard,,1932,UTF-8,1,0,DESKTOP-E2HF8O5,0,2
1544550417062,2584,HTTP Request,200,OK,Thread Group 2-1,text,true,,28274,663,1,2,http://localhost:8000/dashboard,,2576,UTF-8,1,0,DESKTOP-E2HF8O5,0,1
1544550419647,2573,HTTP Request,200,OK,Thread Group 2-1,text,true,,28276,661,1,2,http://localhost:8000/dashboard,,2561,UTF-8,1,0,DESKTOP-E2HF8O5,0,1
1544550422222,2801,HTTP Request,200,OK,Thread Group 2-1,text,true,,28276,663,1,2,http://localhost:8000/dashboard,,2788,UTF-8,1,0,DESKTOP-E2HF8O5,0,1
1544550425024,2170,HTTP Request,200,OK,Thread Group 2-1,text,true,,28276,663,1,2,http://localhost:8000/dashboard,,2156,UTF-8,1,0,DESKTOP-E2HF8O5,0,2
1544550427196,1861,HTTP Request,200,OK,Thread Group 2-1,text,true,,28276,663,1,2,http://localhost:8000/dashboard,,1849,UTF-8,1,0,DESKTOP-E2HF8O5,0,1
1544550429057,2109,HTTP Request,200,OK,Thread Group 2-1,text,true,,28276,663,1,2,http://localhost:8000/dashboard,,2100,UTF-8,1,0,DESKTOP-E2HF8O5,0,1
1544550431167,2750,HTTP Request,200,OK,Thread Group 2-1,text,true,,28278,663,1,2,http://localhost:8000/dashboard,,2737,UTF-8,1,0,DESKTOP-E2HF8O5,0,1
1544550433918,2337,HTTP Request,200,OK,Thread Group 2-1,text,true,,28278,665,1,2,http://localhost:8000/dashboard,,2324,UTF-8,1,0,DESKTOP-E2HF8O5,0,1
1544550436257,2595,HTTP Request,200,OK,Thread Group 2-1,text,true,,28276,665,1,2,http://localhost:8000/dashboard,,2579,UTF-8,1,0,DESKTOP-E2HF8O5,0,1
